aircraftId|airlineId|airlineCode|aircraftModel|aircraftStatus
LX0093|AL0180|LX|Airbus A310|ACTIVE
LX0094|AL0180|LX|Airbus A319|INACTIVE
LX0095|AL0180|LX|Boeing 767|ACTIVE
LX0096|AL0180|LX|Airbus A330|ACTIVE
LX0097|AL0180|LX|Boeing 767|ACTIVE
LX0098|AL0180|LX|Boeing 757|INACTIVE
LX0099|AL0180|LX|Airbus A330|ACTIVE
LX0100|AL0180|LX|Airbus A350 XWB|INACTIVE
LX0101|AL0180|LX|Boeing 787|INACTIVE
LX0102|AL0180|LX|Boeing 747|ACTIVE
LX0103|AL0180|LX|Airbus A321|ACTIVE
LX0104|AL0180|LX|Boeing 717|ACTIVE
LX0105|AL0180|LX|Boeing 727|ACTIVE
LX0106|AL0180|LX|Airbus A310|INACTIVE
LX0107|AL0180|LX|Boeing 727|ACTIVE
LX0108|AL0180|LX|Airbus A300|ACTIVE
LX0109|AL0180|LX|Airbus A330|ACTIVE
LX0110|AL0180|LX|Airbus A380|ACTIVE
LX0111|AL0180|LX|Airbus A319|ACTIVE
LX0112|AL0180|LX|Boeing 757|INACTIVE
LX0113|AL0180|LX|Boeing 717|ACTIVE
LX0114|AL0180|LX|Boeing 777|ACTIVE
LX0115|AL0180|LX|Airbus A310|ACTIVE
LX0116|AL0180|LX|Boeing 727|INACTIVE
LX0117|AL0180|LX|Boeing 747|ACTIVE
LX0118|AL0180|LX|Airbus A380|ACTIVE
LX0119|AL0180|LX|Boeing 707|ACTIVE
LX0120|AL0180|LX|Airbus A320|ACTIVE
LX0121|AL0180|LX|Airbus A318|INACTIVE
LX0122|AL0180|LX|Boeing 757|ACTIVE
LX0123|AL0180|LX|Airbus A321|ACTIVE
LX0124|AL0180|LX|Boeing 717|ACTIVE
LX0125|AL0180|LX|Boeing 747|ACTIVE
LX0126|AL0180|LX|Boeing 757|ACTIVE
LX0127|AL0180|LX|Airbus A380|ACTIVE
LX0128|AL0180|LX|Boeing 787|INACTIVE
LX0129|AL0180|LX|Airbus A319|ACTIVE
LX0130|AL0180|LX|Boeing 747|ACTIVE
LX0131|AL0180|LX|Boeing 777|ACTIVE
LX0132|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0133|AL0180|LX|Boeing 707|INACTIVE
LX0134|AL0180|LX|Boeing 787|ACTIVE
LX0135|AL0180|LX|Boeing 757|ACTIVE
LX0136|AL0180|LX|Boeing 767|ACTIVE
LX0137|AL0180|LX|Airbus A320|INACTIVE
LX0138|AL0180|LX|Airbus A300|ACTIVE
LX0139|AL0180|LX|Boeing 737|INACTIVE
LX0140|AL0180|LX|Boeing 757|ACTIVE
LX0141|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0142|AL0180|LX|Boeing 707|ACTIVE
LX0143|AL0180|LX|Airbus A320|INACTIVE
LX0144|AL0180|LX|Boeing 787|ACTIVE
LX0145|AL0180|LX|Boeing 757|INACTIVE
LX0146|AL0180|LX|Boeing 707|ACTIVE
LX0147|AL0180|LX|Airbus A380|ACTIVE
LX0148|AL0180|LX|Airbus A310|INACTIVE
LX0149|AL0180|LX|Airbus A321|INACTIVE
LX0150|AL0180|LX|Boeing 717|ACTIVE
LX0151|AL0180|LX|Airbus A340|INACTIVE
LX0152|AL0180|LX|Airbus A340|ACTIVE
LX0153|AL0180|LX|Airbus A319|ACTIVE
LX0154|AL0180|LX|Airbus A330|INACTIVE
LX0155|AL0180|LX|Boeing 747|INACTIVE
LX0156|AL0180|LX|Boeing 737|ACTIVE
LX0157|AL0180|LX|Airbus A340|ACTIVE
LX0158|AL0180|LX|Airbus A320|ACTIVE
LX0159|AL0180|LX|Boeing 787|ACTIVE
LX0160|AL0180|LX|Airbus A330|INACTIVE
LX0161|AL0180|LX|Boeing 777|ACTIVE
LX0162|AL0180|LX|Airbus A321|ACTIVE
LX0163|AL0180|LX|Boeing 767|ACTIVE
LX0164|AL0180|LX|Airbus A318|INACTIVE
LX0165|AL0180|LX|Boeing 727|ACTIVE
LX0166|AL0180|LX|Airbus A330|INACTIVE
LX0167|AL0180|LX|Boeing 777|INACTIVE
LX0168|AL0180|LX|Airbus A319|ACTIVE
LX0169|AL0180|LX|Airbus A319|INACTIVE
LX0170|AL0180|LX|Airbus A321|ACTIVE
LX0171|AL0180|LX|Boeing 717|ACTIVE
LX0172|AL0180|LX|Boeing 737|INACTIVE
LX0173|AL0180|LX|Boeing 787|INACTIVE
LX0174|AL0180|LX|Boeing 737|ACTIVE
LX0175|AL0180|LX|Airbus A340|INACTIVE
LX0176|AL0180|LX|Airbus A350 XWB|INACTIVE
LX0177|AL0180|LX|Airbus A319|ACTIVE
LX0178|AL0180|LX|Boeing 747|ACTIVE
LX0179|AL0180|LX|Airbus A380|INACTIVE
LX0180|AL0180|LX|Boeing 777|ACTIVE
LX0181|AL0180|LX|Boeing 757|ACTIVE
LX0182|AL0180|LX|Airbus A320|INACTIVE
LX0183|AL0180|LX|Airbus A330|ACTIVE
LX0184|AL0180|LX|Boeing 747|ACTIVE
LX0185|AL0180|LX|Boeing 727|INACTIVE
LX0186|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0187|AL0180|LX|Airbus A310|ACTIVE
LX0188|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0189|AL0180|LX|Airbus A350 XWB|ACTIVE
LX0190|AL0180|LX|Boeing 727|ACTIVE
LX0191|AL0180|LX|Airbus A318|INACTIVE
LX0192|AL0180|LX|Boeing 777|ACTIVE
LX0193|AL0180|LX|Boeing 767|INACTIVE
LX0194|AL0180|LX|Boeing 767|INACTIVE
LX0195|AL0180|LX|Airbus A319|ACTIVE
LX0196|AL0180|LX|Airbus A310|INACTIVE
LX0197|AL0180|LX|Boeing 727|ACTIVE
LX0198|AL0180|LX|Airbus A321|ACTIVE
LX0199|AL0180|LX|Boeing 727|INACTIVE
LX0200|AL0180|LX|Boeing 727|ACTIVE
LX0201|AL0180|LX|Boeing 707|ACTIVE
LX0202|AL0180|LX|Airbus A330|ACTIVE
LX0203|AL0180|LX|Airbus A300|INACTIVE
LX0204|AL0180|LX|Airbus A319|ACTIVE
LX0205|AL0180|LX|Airbus A320|ACTIVE
LX0206|AL0180|LX|Boeing 777|ACTIVE
LX0207|AL0180|LX|Boeing 737|ACTIVE
LX0208|AL0180|LX|Boeing 727|ACTIVE
LX0209|AL0180|LX|Boeing 717|INACTIVE
LX0210|AL0180|LX|Airbus A340|ACTIVE
LX0211|AL0180|LX|Boeing 717|ACTIVE
LX0212|AL0180|LX|Airbus A350 XWB|INACTIVE
LX0213|AL0180|LX|Airbus A321|ACTIVE
LX0214|AL0180|LX|Boeing 777|INACTIVE
LX0215|AL0180|LX|Boeing 747|INACTIVE
LX0216|AL0180|LX|Boeing 787|ACTIVE
LX0217|AL0180|LX|Boeing 777|INACTIVE
LX0218|AL0180|LX|Airbus A320|INACTIVE
LX0219|AL0180|LX|Boeing 787|ACTIVE
LX0220|AL0180|LX|Boeing 757|INACTIVE
LX0221|AL0180|LX|Airbus A350 XWB|INACTIVE
LX0222|AL0180|LX|Boeing 727|ACTIVE
LX0223|AL0180|LX|Airbus A300|ACTIVE
LX0224|AL0180|LX|Airbus A320|ACTIVE
LX0225|AL0180|LX|Airbus A300|ACTIVE
LX0226|AL0180|LX|Boeing 717|ACTIVE
LX0227|AL0180|LX|Airbus A340|INACTIVE
LX0228|AL0180|LX|Airbus A340|ACTIVE
LX0229|AL0180|LX|Boeing 767|ACTIVE
LX0230|AL0180|LX|Airbus A320|INACTIVE
LX0231|AL0180|LX|Airbus A300|ACTIVE
LX0232|AL0180|LX|Airbus A320|INACTIVE
LX0233|AL0180|LX|Boeing 707|INACTIVE
LX0234|AL0180|LX|Boeing 737|ACTIVE
TA0000|AL0181|TA|Airbus A300|ACTIVE
TA0001|AL0181|TA|Airbus A319|ACTIVE
TA0002|AL0181|TA|Boeing 707|ACTIVE
TA0003|AL0181|TA|Boeing 787|ACTIVE
TA0004|AL0181|TA|Airbus A319|INACTIVE
TA0005|AL0181|TA|Boeing 757|ACTIVE
TA0006|AL0181|TA|Airbus A320|ACTIVE
TA0007|AL0181|TA|Airbus A350 XWB|INACTIVE
TA0008|AL0181|TA|Airbus A330|INACTIVE
TA0009|AL0181|TA|Boeing 787|ACTIVE
TA0010|AL0181|TA|Airbus A380|ACTIVE
TA0011|AL0181|TA|Boeing 787|INACTIVE
TA0012|AL0181|TA|Boeing 727|ACTIVE
TA0013|AL0181|TA|Airbus A320|ACTIVE
TA0014|AL0181|TA|Boeing 737|INACTIVE
TA0015|AL0181|TA|Airbus A380|ACTIVE
TA0016|AL0181|TA|Boeing 777|INACTIVE
TA0017|AL0181|TA|Airbus A300|ACTIVE
TA0018|AL0181|TA|Boeing 707|ACTIVE
TA0019|AL0181|TA|Boeing 767|ACTIVE
TA0020|AL0181|TA|Boeing 707|ACTIVE
TA0021|AL0181|TA|Airbus A321|ACTIVE
TA0022|AL0181|TA|Airbus A310|ACTIVE
TA0023|AL0181|TA|Airbus A310|INACTIVE
TA0024|AL0181|TA|Airbus A340|ACTIVE
TA0025|AL0181|TA|Airbus A380|ACTIVE
TA0026|AL0181|TA|Airbus A320|INACTIVE
TA0027|AL0181|TA|Airbus A310|ACTIVE
TA0028|AL0181|TA|Airbus A380|INACTIVE
TA0029|AL0181|TA|Boeing 787|ACTIVE
TA0030|AL0181|TA|Boeing 787|ACTIVE
TA0031|AL0181|TA|Boeing 717|ACTIVE
TA0032|AL0181|TA|Boeing 757|ACTIVE
TA0033|AL0181|TA|Boeing 717|ACTIVE
TA0034|AL0181|TA|Airbus A330|ACTIVE
TA0035|AL0181|TA|Airbus A330|ACTIVE
TA0036|AL0181|TA|Airbus A320|ACTIVE
TA0037|AL0181|TA|Airbus A330|ACTIVE
TA0038|AL0181|TA|Airbus A321|ACTIVE
TA0039|AL0181|TA|Airbus A330|ACTIVE
TA0040|AL0181|TA|Airbus A318|INACTIVE
TA0041|AL0181|TA|Boeing 737|INACTIVE
TA0042|AL0181|TA|Airbus A300|ACTIVE
TA0043|AL0181|TA|Boeing 737|INACTIVE
TA0044|AL0181|TA|Boeing 717|ACTIVE
TA0045|AL0181|TA|Airbus A310|ACTIVE
TA0046|AL0181|TA|Boeing 757|ACTIVE
TA0047|AL0181|TA|Boeing 757|INACTIVE
TA0048|AL0181|TA|Airbus A310|ACTIVE
TA0049|AL0181|TA|Airbus A330|ACTIVE
TA0050|AL0181|TA|Airbus A320|INACTIVE
TA0051|AL0181|TA|Boeing 767|ACTIVE
TA0052|AL0181|TA|Boeing 747|INACTIVE
TA0053|AL0181|TA|Boeing 777|ACTIVE
TA0054|AL0181|TA|Airbus A321|ACTIVE
TA0055|AL0181|TA|Boeing 777|INACTIVE
TA0056|AL0181|TA|Boeing 717|ACTIVE
TA0057|AL0181|TA|Boeing 767|ACTIVE
TA0058|AL0181|TA|Airbus A319|INACTIVE
TA0059|AL0181|TA|Boeing 737|INACTIVE
TA0060|AL0181|TA|Airbus A350 XWB|ACTIVE
TA0061|AL0181|TA|Boeing 717|ACTIVE
TA0062|AL0181|TA|Airbus A320|INACTIVE
TA0063|AL0181|TA|Airbus A300|ACTIVE
TA0064|AL0181|TA|Boeing 717|ACTIVE
TA0065|AL0181|TA|Boeing 727|ACTIVE
TA0066|AL0181|TA|Airbus A320|ACTIVE
TA0067|AL0181|TA|Airbus A340|ACTIVE
TA0068|AL0181|TA|Airbus A318|ACTIVE
TA0069|AL0181|TA|Airbus A330|ACTIVE
TA0070|AL0181|TA|Boeing 747|ACTIVE
TA0071|AL0181|TA|Airbus A330|INACTIVE
TA0072|AL0181|TA|Airbus A380|ACTIVE
TA0073|AL0181|TA|Airbus A318|ACTIVE
TA0074|AL0181|TA|Airbus A318|ACTIVE
TA0075|AL0181|TA|Airbus A340|ACTIVE
TA0076|AL0181|TA|Airbus A330|INACTIVE
TA0077|AL0181|TA|Airbus A310|INACTIVE
TA0078|AL0181|TA|Boeing 737|ACTIVE
TA0079|AL0181|TA|Airbus A321|ACTIVE
TA0080|AL0181|TA|Airbus A318|ACTIVE
TA0081|AL0181|TA|Airbus A340|ACTIVE
TA0082|AL0181|TA|Airbus A340|INACTIVE
TA0083|AL0181|TA|Boeing 767|ACTIVE
TA0084|AL0181|TA|Boeing 777|ACTIVE
TA0085|AL0181|TA|Boeing 777|ACTIVE
TA0086|AL0181|TA|Airbus A321|ACTIVE
TA0087|AL0181|TA|Airbus A318|ACTIVE
TA0088|AL0181|TA|Airbus A320|INACTIVE
TA0089|AL0181|TA|Boeing 727|ACTIVE
TA0090|AL0181|TA|Airbus A310|ACTIVE
TA0091|AL0181|TA|Boeing 737|ACTIVE
TA0092|AL0181|TA|Boeing 757|ACTIVE
TA0093|AL0181|TA|Airbus A310|ACTIVE
TA0094|AL0181|TA|Airbus A318|ACTIVE
TA0095|AL0181|TA|Boeing 737|ACTIVE
TA0096|AL0181|TA|Boeing 747|ACTIVE
TA0097|AL0181|TA|Boeing 777|ACTIVE
TA0098|AL0181|TA|Airbus A319|INACTIVE
TA0099|AL0181|TA|Boeing 747|ACTIVE
TA0100|AL0181|TA|Boeing 777|INACTIVE
TA0101|AL0181|TA|Boeing 717|INACTIVE
TA0102|AL0181|TA|Airbus A380|ACTIVE
TA0103|AL0181|TA|Airbus A340|INACTIVE
TA0104|AL0181|TA|Airbus A320|INACTIVE
TA0105|AL0181|TA|Boeing 737|ACTIVE
TA0106|AL0181|TA|Boeing 787|INACTIVE
TA0107|AL0181|TA|Boeing 707|ACTIVE
TA0108|AL0181|TA|Boeing 767|ACTIVE
TA0109|AL0181|TA|Boeing 727|INACTIVE
TA0110|AL0181|TA|Airbus A319|ACTIVE
TA0111|AL0181|TA|Boeing 787|ACTIVE
TA0112|AL0181|TA|Airbus A318|INACTIVE
TA0113|AL0181|TA|Airbus A321|ACTIVE
TA0114|AL0181|TA|Airbus A319|ACTIVE
TA0115|AL0181|TA|Boeing 787|ACTIVE
TA0116|AL0181|TA|Airbus A319|INACTIVE
TA0117|AL0181|TA|Boeing 707|ACTIVE
TA0118|AL0181|TA|Airbus A319|ACTIVE
TA0119|AL0181|TA|Airbus A340|INACTIVE
TA0120|AL0181|TA|Airbus A320|ACTIVE
TA0121|AL0181|TA|Airbus A321|ACTIVE
TA0122|AL0181|TA|Airbus A300|ACTIVE
TA0123|AL0181|TA|Boeing 707|ACTIVE
TA0124|AL0181|TA|Boeing 757|INACTIVE
TA0125|AL0181|TA|Airbus A318|ACTIVE
TA0126|AL0181|TA|Airbus A321|ACTIVE
TA0127|AL0181|TA|Airbus A321|INACTIVE
TA0128|AL0181|TA|Airbus A310|ACTIVE
TA0129|AL0181|TA|Airbus A350 XWB|ACTIVE
TA0130|AL0181|TA|Boeing 777|INACTIVE
TA0131|AL0181|TA|Airbus A310|INACTIVE
TA0132|AL0181|TA|Airbus A330|ACTIVE
TA0133|AL0181|TA|Airbus A319|INACTIVE
TA0134|AL0181|TA|Airbus A318|ACTIVE
TA0135|AL0181|TA|Boeing 707|ACTIVE
TA0136|AL0181|TA|Airbus A380|INACTIVE
TA0137|AL0181|TA|Airbus A320|INACTIVE
TA0138|AL0181|TA|Airbus A330|ACTIVE
TA0139|AL0181|TA|Airbus A320|INACTIVE
TA0140|AL0181|TA|Boeing 737|INACTIVE
TA0141|AL0181|TA|Airbus A318|ACTIVE
TA0142|AL0181|TA|Boeing 757|ACTIVE
TA0143|AL0181|TA|Boeing 747|ACTIVE
TA0144|AL0181|TA|Boeing 757|ACTIVE
TA0145|AL0181|TA|Airbus A321|INACTIVE
TA0146|AL0181|TA|Airbus A380|ACTIVE
TA0147|AL0181|TA|Boeing 767|ACTIVE
TA0148|AL0181|TA|Airbus A340|INACTIVE
TA0149|AL0181|TA|Airbus A330|ACTIVE
TA0150|AL0181|TA|Boeing 747|ACTIVE
TA0151|AL0181|TA|Boeing 737|ACTIVE
TA0152|AL0181|TA|Airbus A380|INACTIVE
TA0153|AL0181|TA|Boeing 777|ACTIVE
TA0154|AL0181|TA|Airbus A319|ACTIVE
TA0155|AL0181|TA|Airbus A320|INACTIVE
TA0156|AL0181|TA|Boeing 777|ACTIVE
TA0157|AL0181|TA|Airbus A380|ACTIVE
TA0158|AL0181|TA|Boeing 757|ACTIVE
TA0159|AL0181|TA|Airbus A330|ACTIVE
TA0160|AL0181|TA|Boeing 747|ACTIVE
TA0161|AL0181|TA|Airbus A340|INACTIVE
TA0162|AL0181|TA|Boeing 747|ACTIVE
TA0163|AL0181|TA|Boeing 757|ACTIVE
TA0164|AL0181|TA|Boeing 727|ACTIVE
TA0165|AL0181|TA|Airbus A380|ACTIVE
TA0166|AL0181|TA|Airbus A310|INACTIVE
TA0167|AL0181|TA|Airbus A300|ACTIVE
TA0168|AL0181|TA|Boeing 747|ACTIVE
TA0169|AL0181|TA|Boeing 717|ACTIVE
TA0170|AL0181|TA|Airbus A319|ACTIVE
TA0171|AL0181|TA|Airbus A300|ACTIVE
TA0172|AL0181|TA|Boeing 747|ACTIVE
TA0173|AL0181|TA|Airbus A321|ACTIVE
TA0174|AL0181|TA|Airbus A300|ACTIVE
TA0175|AL0181|TA|Airbus A340|ACTIVE
TA0176|AL0181|TA|Airbus A340|INACTIVE
TA0177|AL0181|TA|Airbus A320|ACTIVE
TA0178|AL0181|TA|Airbus A318|INACTIVE
TA0179|AL0181|TA|Boeing 767|INACTIVE
TA0180|AL0181|TA|Airbus A321|ACTIVE
TA0181|AL0181|TA|Airbus A380|INACTIVE
TA0182|AL0181|TA|Boeing 717|ACTIVE
TA0183|AL0181|TA|Airbus A380|ACTIVE
TA0184|AL0181|TA|Boeing 777|ACTIVE
TA0185|AL0181|TA|Airbus A340|ACTIVE
TA0186|AL0181|TA|Boeing 727|ACTIVE
TA0187|AL0181|TA|Boeing 747|ACTIVE
TA0188|AL0181|TA|Boeing 737|ACTIVE
TA0189|AL0181|TA|Boeing 737|ACTIVE
TA0190|AL0181|TA|Boeing 717|ACTIVE
TA0191|AL0181|TA|Boeing 787|ACTIVE
TA0192|AL0181|TA|Boeing 707|ACTIVE
TA0193|AL0181|TA|Airbus A319|INACTIVE
TA0194|AL0181|TA|Boeing 727|ACTIVE
TA0195|AL0181|TA|Airbus A318|ACTIVE
TA0196|AL0181|TA|Airbus A320|ACTIVE
TA0197|AL0181|TA|Airbus A380|ACTIVE
TA0198|AL0181|TA|Boeing 727|ACTIVE
TA0199|AL0181|TA|Airbus A320|ACTIVE
TA0200|AL0181|TA|Airbus A380|ACTIVE
RO0000|AL0182|RO|Boeing 777|ACTIVE
RO0001|AL0182|RO|Airbus A321|INACTIVE
RO0002|AL0182|RO|Airbus A380|INACTIVE
RO0003|AL0182|RO|Boeing 767|ACTIVE
RO0004|AL0182|RO|Boeing 767|ACTIVE
RO0005|AL0182|RO|Airbus A318|INACTIVE
RO0006|AL0182|RO|Boeing 707|ACTIVE
RO0007|AL0182|RO|Airbus A310|ACTIVE
RO0008|AL0182|RO|Boeing 717|INACTIVE
RO0009|AL0182|RO|Airbus A318|ACTIVE
RO0010|AL0182|RO|Boeing 747|ACTIVE
RO0011|AL0182|RO|Airbus A319|INACTIVE
RO0012|AL0182|RO|Airbus A380|ACTIVE
RO0013|AL0182|RO|Airbus A380|INACTIVE
RO0014|AL0182|RO|Boeing 747|INACTIVE
RO0015|AL0182|RO|Airbus A340|ACTIVE
RO0016|AL0182|RO|Airbus A380|ACTIVE
RO0017|AL0182|RO|Boeing 767|INACTIVE
RO0018|AL0182|RO|Boeing 767|ACTIVE
RO0019|AL0182|RO|Airbus A310|INACTIVE
RO0020|AL0182|RO|Boeing 757|INACTIVE
RO0021|AL0182|RO|Airbus A380|ACTIVE
RO0022|AL0182|RO|Airbus A321|INACTIVE
RO0023|AL0182|RO|Boeing 707|ACTIVE
RO0024|AL0182|RO|Airbus A340|ACTIVE
RO0025|AL0182|RO|Airbus A320|INACTIVE
RO0026|AL0182|RO|Airbus A350 XWB|ACTIVE
RO0027|AL0182|RO|Airbus A350 XWB|ACTIVE
RO0028|AL0182|RO|Airbus A350 XWB|INACTIVE
RO0029|AL0182|RO|Airbus A310|INACTIVE
RO0030|AL0182|RO|Airbus A300|ACTIVE
RO0031|AL0182|RO|Boeing 747|ACTIVE
RO0032|AL0182|RO|Boeing 777|ACTIVE
RO0033|AL0182|RO|Boeing 717|ACTIVE
RO0034|AL0182|RO|Airbus A350 XWB|ACTIVE
RO0035|AL0182|RO|Airbus A380|ACTIVE
RO0036|AL0182|RO|Airbus A330|ACTIVE
RO0037|AL0182|RO|Boeing 787|ACTIVE
RO0038|AL0182|RO|Boeing 757|INACTIVE
RO0039|AL0182|RO|Boeing 767|ACTIVE
RO0040|AL0182|RO|Boeing 787|INACTIVE
RO0041|AL0182|RO|Airbus A350 XWB|ACTIVE
RO0042|AL0182|RO|Airbus A321|ACTIVE
RO0043|AL0182|RO|Boeing 747|INACTIVE
RO0044|AL0182|RO|Airbus A350 XWB|ACTIVE
RO0045|AL0182|RO|Airbus A330|ACTIVE
RO0046|AL0182|RO|Airbus A321|ACTIVE
RO0047|AL0182|RO|Airbus A318|ACTIVE
RO0048|AL0182|RO|Airbus A319|ACTIVE
RO0049|AL0182|RO|Boeing 757|INACTIVE
RO0050|AL0182|RO|Boeing 767|ACTIVE
RO0051|AL0182|RO|Airbus A320|ACTIVE
RO0052|AL0182|RO|Airbus A321|ACTIVE
RO0053|AL0182|RO|Airbus A319|ACTIVE
RO0054|AL0182|RO|Boeing 787|ACTIVE
RO0055|AL0182|RO|Boeing 757|INACTIVE
RO0056|AL0182|RO|Airbus A330|ACTIVE
RO0057|AL0182|RO|Airbus A319|ACTIVE
RO0058|AL0182|RO|Airbus A319|INACTIVE
RO0059|AL0182|RO|Airbus A340|INACTIVE
RO0060|AL0182|RO|Boeing 717|ACTIVE
RO0061|AL0182|RO|Airbus A318|INACTIVE
RO0062|AL0182|RO|Boeing 747|INACTIVE
RO0063|AL0182|RO|Boeing 737|ACTIVE
RO0064|AL0182|RO|Airbus A320|INACTIVE
RO0065|AL0182|RO|Boeing 707|INACTIVE
RO0066|AL0182|RO|Airbus A340|ACTIVE
RO0067|AL0182|RO|Airbus A318|INACTIVE
RO0068|AL0182|RO|Boeing 717|INACTIVE
RO0069|AL0182|RO|Airbus A380|ACTIVE
RO0070|AL0182|RO|Airbus A310|ACTIVE
RO0071|AL0182|RO|Boeing 737|ACTIVE
RO0072|AL0182|RO|Airbus A310|ACTIVE
RO0073|AL0182|RO|Boeing 717|ACTIVE
RO0074|AL0182|RO|Boeing 757|ACTIVE
RO0075|AL0182|RO|Boeing 727|ACTIVE
RO0076|AL0182|RO|Boeing 737|INACTIVE
RO0077|AL0182|RO|Airbus A319|INACTIVE
RO0078|AL0182|RO|Airbus A320|ACTIVE
RO0079|AL0182|RO|Boeing 747|INACTIVE
RO0080|AL0182|RO|Boeing 737|INACTIVE
RO0081|AL0182|RO|Boeing 787|ACTIVE
RO0082|AL0182|RO|Boeing 727|INACTIVE
RO0083|AL0182|RO|Boeing 757|ACTIVE
RO0084|AL0182|RO|Airbus A320|ACTIVE
RO0085|AL0182|RO|Airbus A300|ACTIVE
RO0086|AL0182|RO|Airbus A340|ACTIVE
RO0087|AL0182|RO|Boeing 707|ACTIVE
RO0088|AL0182|RO|Airbus A380|INACTIVE
RO0089|AL0182|RO|Airbus A321|ACTIVE
RO0090|AL0182|RO|Boeing 717|ACTIVE
RO0091|AL0182|RO|Airbus A300|INACTIVE
RO0092|AL0182|RO|Airbus A340|INACTIVE
RO0093|AL0182|RO|Airbus A380|ACTIVE
RO0094|AL0182|RO|Boeing 737|INACTIVE
RO0095|AL0182|RO|Boeing 717|ACTIVE
RO0096|AL0182|RO|Airbus A340|ACTIVE
RO0097|AL0182|RO|Airbus A320|ACTIVE
RO0098|AL0182|RO|Boeing 747|ACTIVE
RO0099|AL0182|RO|Boeing 787|ACTIVE
RO0100|AL0182|RO|Boeing 717|INACTIVE
RO0101|AL0182|RO|Boeing 747|ACTIVE
RO0102|AL0182|RO|Boeing 767|ACTIVE
RO0103|AL0182|RO|Airbus A320|INACTIVE
RO0104|AL0182|RO|Boeing 707|ACTIVE
RO0105|AL0182|RO|Boeing 707|ACTIVE
RO0106|AL0182|RO|Boeing 777|ACTIVE
RO0107|AL0182|RO|Airbus A300|INACTIVE
RO0108|AL0182|RO|Airbus A319|ACTIVE
RO0109|AL0182|RO|Airbus A350 XWB|INACTIVE
RO0110|AL0182|RO|Airbus A380|ACTIVE
RO0111|AL0182|RO|Airbus A300|ACTIVE
RO0112|AL0182|RO|Boeing 777|ACTIVE
RO0113|AL0182|RO|Boeing 777|INACTIVE
RO0114|AL0182|RO|Airbus A310|ACTIVE
RO0115|AL0182|RO|Airbus A310|ACTIVE
RO0116|AL0182|RO|Airbus A321|INACTIVE
RO0117|AL0182|RO|Airbus A319|ACTIVE
RO0118|AL0182|RO|Airbus A310|INACTIVE
RO0119|AL0182|RO|Airbus A320|INACTIVE
RO0120|AL0182|RO|Boeing 787|ACTIVE
RO0121|AL0182|RO|Airbus A350 XWB|INACTIVE
RO0122|AL0182|RO|Airbus A319|ACTIVE
RO0123|AL0182|RO|Boeing 717|ACTIVE
RO0124|AL0182|RO|Airbus A321|INACTIVE
RO0125|AL0182|RO|Boeing 787|ACTIVE
RO0126|AL0182|RO|Boeing 777|ACTIVE
RO0127|AL0182|RO|Boeing 787|INACTIVE
RO0128|AL0182|RO|Airbus A340|ACTIVE
RO0129|AL0182|RO|Airbus A321|ACTIVE
RO0130|AL0182|RO|Boeing 707|ACTIVE
RO0131|AL0182|RO|Boeing 717|ACTIVE
RO0132|AL0182|RO|Boeing 777|ACTIVE
RO0133|AL0182|RO|Airbus A319|ACTIVE
RO0134|AL0182|RO|Boeing 717|ACTIVE
RO0135|AL0182|RO|Airbus A321|ACTIVE
RO0136|AL0182|RO|Airbus A319|INACTIVE
RO0137|AL0182|RO|Boeing 727|ACTIVE
RO0138|AL0182|RO|Boeing 747|ACTIVE
RO0139|AL0182|RO|Airbus A340|ACTIVE
RO0140|AL0182|RO|Airbus A330|ACTIVE
RO0141|AL0182|RO|Boeing 717|ACTIVE
RO0142|AL0182|RO|Boeing 787|INACTIVE
RO0143|AL0182|RO|Airbus A320|ACTIVE
RO0144|AL0182|RO|Boeing 757|ACTIVE
RO0145|AL0182|RO|Boeing 737|ACTIVE
RO0146|AL0182|RO|Boeing 717|INACTIVE
RO0147|AL0182|RO|Airbus A380|ACTIVE
RO0148|AL0182|RO|Airbus A320|ACTIVE
RO0149|AL0182|RO|Airbus A310|ACTIVE
RO0150|AL0182|RO|Boeing 777|ACTIVE
RO0151|AL0182|RO|Airbus A321|ACTIVE
RO0152|AL0182|RO|Boeing 767|INACTIVE
RO0153|AL0182|RO|Airbus A318|ACTIVE
RO0154|AL0182|RO|Airbus A321|INACTIVE
RO0155|AL0182|RO|Airbus A321|ACTIVE
RO0156|AL0182|RO|Airbus A320|ACTIVE
RO0157|AL0182|RO|Airbus A319|ACTIVE
RO0158|AL0182|RO|Boeing 717|INACTIVE
RO0159|AL0182|RO|Airbus A319|ACTIVE
RO0160|AL0182|RO|Boeing 717|INACTIVE
RO0161|AL0182|RO|Boeing 727|INACTIVE
RO0162|AL0182|RO|Boeing 707|ACTIVE
RO0163|AL0182|RO|Airbus A310|ACTIVE
RO0164|AL0182|RO|Boeing 767|ACTIVE
TF0000|AL0183|TF|Airbus A340|ACTIVE
TF0001|AL0183|TF|Airbus A320|ACTIVE
TF0002|AL0183|TF|Boeing 787|INACTIVE
TF0003|AL0183|TF|Boeing 727|ACTIVE
TF0004|AL0183|TF|Airbus A320|INACTIVE
TF0005|AL0183|TF|Airbus A318|INACTIVE
